cin,cout,title,deweyClass
"2013-03-20 20:27:00","2013-02-04 18:13:00","Introduction to artificial intelligence",006.3
"2013-04-06 16:21:00","2013-03-28 16:10:00","Artificial intelligence the very idea",006.3
"2013-04-14 13:56:00","2013-02-01 18:01:00","Artificial intelligence",006.3
"2013-05-02 19:43:00","2013-04-30 12:45:00","Introducing artificial intelligence",006.3
"2013-05-04 10:50:00","2013-04-24 19:46:00","Artificial intelligence",006.3
"2013-06-14 11:23:00","2013-06-12 10:56:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-06-20 15:02:00","2013-06-15 12:14:00","Artificial intelligence",006.3
"2013-06-29 16:33:00","2013-06-17 16:04:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-07-09 13:28:00","2013-05-07 11:23:00","Artificial intelligence",006.3
"2013-07-13 13:38:00","2013-06-22 17:36:00","Artificial intelligence the very idea",006.3
"2013-07-27 13:10:00","2013-07-03 17:07:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-07-31 11:47:00","2013-07-01 12:24:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-08-12 12:41:00","2013-07-01 15:37:00","Artificial intelligence",006.3
"2013-08-21 11:50:00","2013-08-20 16:36:00","Artificial intelligence",006.3
"2013-08-21 16:54:00","2013-07-31 18:57:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-08-31 17:29:00","2013-08-24 17:20:00","Heuristic reasoning about uncertainty an artificial intelligence approach",001.539
"2013-09-04 15:03:00","2013-08-06 12:15:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-09-14 14:37:00","2013-07-12 14:55:00","Artificial intelligence a modern approach",006.3
"2013-09-14 14:37:00","2013-07-12 14:54:00","Introduction to artificial intelligence",006.3
"2013-09-25 17:57:00","2013-09-25 17:55:00","Artificial intelligence a modern approach",006.3
"2013-09-28 13:16:00","2013-08-25 17:12:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-11-04 18:06:00","2013-10-27 12:36:00","Forbidden gates how genetics robotics artificial intelligence synthetic biology nanotechnology and human enhancement herald the dawn of techno dimensional spiritual warfare",001.9
"2013-12-06 11:57:00","2013-11-15 11:34:00","Artificial intelligence",006.3
"2013-12-06 11:57:00","2013-11-15 11:34:00","Introducing artificial intelligence",006.3
"2013-12-07 14:54:00","2013-12-04 17:22:00","Artificial intelligence",006.3
