title,Dewey,Counts,Average,Standard Dev,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Hello cupcake,0.8653,632,52,73.60212448,0,0,142,212,146,68,27,14,6,3,4,2
science of good cooking master 50 simple concepts to enjoy a lifetime of success in the kitchen,0.3,631,52.58333333,75.81131882,0,0,0,0,0,0,16,238,142,99,80,56
Americas test kitchen Season two,0.5,630,51.83333333,69.87369558,0,0,0,22,240,124,78,62,33,30,20,13
Tartine,0.865,630,52.08333333,34.63697009,0,93,111,75,84,78,34,34,37,36,14,29
How to cook everything the basics all you need to make great food,0.5,629,52.41666667,66.70485649,0,0,0,0,0,0,153,179,125,78,60,34
Beyond the Great Wall recipes and travels in the other China,0.59515,629,51.75,74.19645299,0,0,144,247,70,62,30,29,17,10,7,5
Martha Stewarts baking handbook,0.815,627,50.41666667,46.67578374,145,86,85,90,78,60,28,7,5,11,7,3
billionaires vinegar the mystery of the worlds most expensive bottle of wine,0.2223,625,50.66666667,87.90008101,0,0,230,238,73,21,16,9,4,8,8,1
Ready for dessert my best recipes,0.86,625,50.91666667,76.69592656,0,0,0,0,260,135,63,47,53,21,21,11
Cleaving a story of marriage meat and obsession,0.5092,624,51.08333333,98.46222934,0,0,0,53,350,93,48,33,23,8,2,3
How to be a domestic goddess baking and the art of comfort cooking,0.815,623,51.25,53.86198693,96,132,121,102,95,50,14,5,0,0,0,0
Martha Stewarts cooking school lessons and recipes for the home cook,0.5,623,51,72.86350876,0,0,60,267,89,55,34,37,22,16,16,16
best of Americas test kitchen Best baking recipes,0.71,622,51.16666667,56.98458058,0,0,93,170,102,122,45,38,25,13,6,0
King Arthur flour whole grain baking delicious recipes using nutritious whole grains,0.815,620,51.41666667,55.74040208,8,142,134,117,102,47,27,23,11,6,0,0
Everyday pasta favorite pasta recipes for every occasion,0.822,620,51.33333333,57.59629618,0,162,144,102,82,51,30,17,9,9,6,4
Clean food a seasonal guide to eating close to the source with more than 200 recipes for a healthy and sustainable you,0.5636,616,50.25,80.99957912,0,0,0,82,268,144,40,33,20,8,3,5
30 minute get real meals eat healthy without going to extremes,0.56383,615,50.41666667,82.74985123,291,96,69,69,45,16,9,6,2,2,0,0
Fix it and forget it lightly healthy low fat recipes for your slow cooker,0.5884,614,50.5,48.30490282,84,130,123,93,77,41,21,15,14,8,0,0
Im just here for the food food heat cooking,0.5,612,50,48.32089704,102,105,131,84,90,39,7,9,11,6,9,7
True food seasonal sustainable simple pure,0.563,611,50.91666667,77.5868526,0,0,0,0,0,0,31,241,160,93,56,30
Kneadlessly simple fabulous fuss free no knead breads,0.815,611,49.75,75.07829247,0,0,0,236,165,71,34,45,16,9,12,9
Chocolate zucchini daily adventures in a Parisian kitchen,0.5944,607,49.75,55.61903696,0,142,158,107,62,40,21,29,16,9,8,5
Sunday suppers at Lucques,0.5944,606,49.83333333,36.86543918,131,60,60,73,98,46,39,27,21,18,15,10
Americas test kitchen Season seven,0.5,606,49.5,56.2373218,0,0,0,0,151,146,96,81,48,35,25,12
Yes chef a memoir,0.5092,605,50.41666667,70.11737994,0,0,0,0,0,0,148,211,102,68,49,27
joy of vegan baking the compassionate cooks traditional treats and sinful sweets,0.5636,604,49.83333333,63.74641998,0,10,186,166,80,57,40,27,10,9,5,8
Green smoothie revolution the radical leap towards natural health,0.875,602,49.66666667,64.37861493,0,0,0,32,207,135,74,74,41,19,8,6
Cover bake a Best recipe classic,0.821,602,49.58333333,50.01174105,133,112,112,92,59,36,26,16,8,1,0,0
What the world eats,0.30022,602,48.83333333,43.09573557,0,0,74,136,119,65,43,37,42,29,24,17
Mark Bittmans quick and easy recipes from the New York times,0.555,601,49.66666667,65.42495122,0,81,159,183,94,45,14,17,3,0,0,0
Vegetable harvest vegetables at the center of the plate,0.65,601,49.25,71.37624382,0,233,143,75,53,35,20,16,8,5,2,1
Rustic fruit desserts crumbles buckles cobblers pandowdies and more,0.86,598,49.16666667,64.76788392,0,0,0,142,210,63,45,60,24,18,15,13
Good eats the early years,0.5,597,48.66666667,67.96567761,0,0,0,79,240,96,49,48,28,20,12,12
best of Americas test kitchen Best entertaining recipes,0.5,595,48.25,45.22695295,0,0,87,136,94,99,48,41,34,19,8,13
unofficial Harry Potter cookbook from cauldron cakes to knickerbocker glory more than 150 magical recipes for wizards and non wizards alike,0.5942,594,48.33333333,64.61822616,0,0,0,0,0,229,68,69,55,71,54,34
Grand Central baking book breakfast pastries cookies pies and satisfying savories from the Pacific Northwests celebrated bakery,0.815,593,48.41666667,50.64934413,0,0,0,63,187,80,57,46,39,46,35,28
raw 50 10 amazing breakfasts lunches dinners snacks and drinks for your raw food lifestyle,0.563,592,48.41666667,74.6183725,0,56,218,170,93,32,12,0,0,0,0,0
Homemade living Canning preserving with Ashley English all you need to know to make jams jellies pickles chutneys more,0.42,592,48.58333333,62.17637425,0,0,0,0,184,153,84,51,46,37,19,9
Nom nom paleo food for humans,0.5638,591,49.25,85.83506912,0,0,0,0,0,0,0,6,237,208,91,49
Moosewood Restaurant cooking for health more than 200 new vegetarian and vegan recipes for delicious and nutrient rich dishes,0.5636,590,48.58333333,66.09972952,0,0,0,45,240,93,56,44,35,33,23,14
Anthony Bourdain no reservations Collection 5 part 2,0.013,589,47.91666667,56.35191105,0,0,0,0,0,131,155,102,78,58,34,17
Molto gusto easy Italian cooking at home,0.5945,587,47.58333333,82.52322905,0,0,0,0,288,109,61,50,21,15,12,15
Essentials of classic Italian cooking,0.5945,586,47.75,21.19230135,32,31,50,100,70,53,20,42,53,47,45,30
Everyday food fresh flavor fast 250 easy delicious recipes for any time of day,0.555,584,47.83333333,92.35291336,0,0,0,0,318,121,65,26,19,13,8,4
Vegan on the cheap great recipes and simple strategies that save you time and money,0.5636,582,48.08333333,65.91931478,0,0,0,0,153,203,62,62,43,34,14,6
My kitchen year 136 recipes that saved my life,0.564,582,48.5,111.4054838,0,0,0,0,0,0,0,0,0,125,378,79
What we eat when we eat alone,0.561,581,47.41666667,65.62075383,0,0,0,200,161,54,40,51,28,10,20,5
Madhur Jaffreys world vegetarian,0.5636,580,47.58333333,31.30628265,41,67,105,95,74,52,36,27,27,21,16,10
Tea parties,0.53,579,48.25,63.39647968,0,0,0,0,0,0,19,177,139,96,96,52
Harumis Japanese home cooking,0.5952,577,47.58333333,52.54687662,0,0,157,79,132,81,20,21,27,27,15,12
Alone in the kitchen with an eggplant confessions of cooking for one and dining alone,0.561,576,47.41666667,63.76157055,0,90,197,139,62,32,20,10,7,6,3,3
Julie and Julia 365 days 524 recipes 1 tiny apartment kitchen how one girl risked her marriage her job and her sanity to master the art of living,0.5944,575,46.91666667,68.25548041,162,53,60,199,73,6,6,2,1,1,0,0
So easy luscious healthy recipes for every meal of the week,0.5,575,46.83333333,68.75097795,0,0,0,51,247,92,49,47,28,21,18,9
Giadas kitchen new Italian favorites,0.5945,575,46.83333333,59.77508349,0,0,71,191,135,57,37,19,23,17,8,4
Baked new frontiers in baking,0.815,572,47.33333333,66.00734578,0,0,32,197,161,84,34,18,18,9,6,9
365 no repeats a year of deliciously different dinners,0.555,572,45.83333333,84.74221158,295,91,78,45,27,6,2,3,3,0,0,0
Complete book of home preserving 400 delicious and creative recipes for today,0.42,571,47,46.77411872,0,0,102,157,81,59,30,41,43,26,18,7
Everyday Harumi simple Japanese food for family friends,0.5952,571,47,61.75759063,0,0,0,65,209,124,43,38,29,19,19,18
meat lovers meatless cookbook vegetarian recipes carnivores will devour,0.5636,568,45.75,82.02009177,0,0,0,0,83,289,69,56,22,13,6,11
Twinkie deconstructed my journey to discover how the ingredients found in processed foods are grown mined yes mined and manipulated into what America eats,0.308,568,46.66666667,60.81616611,0,179,142,103,50,28,17,14,11,8,7,1
My life in France,0.5092,567,46.58333333,56.35352426,126,108,62,133,108,14,6,2,0,0,0,0
Im just here for more food food x mixing heat baking,0.815,566,46.58333333,46.25120801,106,85,89,108,102,27,15,7,8,5,2,5
RAW the living food diet,0.563,565,46.75,45.85575209,92,119,97,99,74,38,15,16,11,0,0,0
Feast food that celebrates life,0.568,562,45.41666667,53.88448644,103,148,107,79,76,26,6,0,0,0,0,0
Activity TV Cooking snacks,0.5123,562,46.75,55.67621493,0,0,0,102,99,70,53,172,52,11,1,1
Pressure perfect two hour taste in twenty minutes using your pressure cooker,0.587,562,46.33333333,25.93815488,55,44,82,82,88,57,28,27,19,31,22,21
Fast food my way,0.555,560,46,35.80756649,71,47,80,126,79,38,27,21,12,25,15,11
Living raw food get the glow with more recipes from Pure Food and Wine,0.5636,559,45.58333333,62.58733292,0,0,0,149,175,106,44,40,17,10,0,6
Secrets of slow cooking creating extraordinary food with your slow cooker,0.5884,558,46,52.27897196,51,127,142,106,63,28,20,13,2,0,0,0
flexitarian table inspired flexible meals for vegetarians meat lovers and everyone in between,0.5,558,45.75,49.81807814,0,119,142,70,98,47,28,20,11,7,3,4
Tender a cook and his vegetable patch,0.65,558,45.58333333,56.80182189,0,0,0,0,0,149,150,93,65,40,25,25
best skillet recipes a best recipe classic,0.77,556,44.91666667,64.84170702,0,0,0,220,116,68,39,30,34,17,7,8
man who ate everything and other gastronomic feats disputes and pleasurable pursuits,0.01302,555,45.5,39.27178029,77,78,62,116,100,38,21,14,13,10,9,8
Italian slow cooker,0.5884,555,45.41666667,87.27121605,0,0,0,0,307,91,59,43,22,9,5,9
Keys to good cooking a guide to making the best of foods and recipes,0.5,554,45.08333333,70.79735272,0,0,0,0,75,252,76,48,35,23,21,11
Land of plenty a treasury of authentic Sichuan cooking,0.5951,552,45.66666667,26.28630246,40,43,87,90,75,49,18,53,35,20,18,20
moveable feast with Americas favorite chefs,0.5,550,45.08333333,46.95153852,0,0,0,92,145,92,66,56,51,20,12,7
Appetite for reduction 125 fast filling low fat vegan recipes,0.5636,549,45,82.49628091,0,0,0,0,0,292,68,74,51,29,16,10
elements of cooking translating the chefs craft for every kitchen,0.5,549,45,66.52408996,0,54,223,118,63,41,24,13,4,0,0,0
Put em up a comprehensive home preserving guide for the creative cook from drying and freezing to canning and pickling,0.4,549,45,69.80882987,0,0,0,0,226,139,58,52,30,21,6,8
Americas test kitchen Season ten,0.5,549,44.66666667,57.96289304,0,0,0,0,122,181,76,70,40,22,22,3
Against all grain delectable paleo recipes to eat well feel great more than 150 gluten free grain free and dairy free recipes for daily life,0.5637,548,45.66666667,68.29259687,0,0,0,0,0,0,0,67,197,155,83,46
Baking with Julia based on the PBS series hosted by Julia Child,0.815,547,44.91666667,40.35402049,43,29,39,130,122,52,38,36,15,17,11,7
Rick Bayless Mexico one plate at a time,0.5972,547,45.25,34.32763265,59,47,65,116,95,54,31,19,20,15,15,7
Washoku recipes from the Japanese home kitchen,0.5952,546,45.25,35.50448115,119,64,62,74,74,61,24,25,11,15,10,4
Joy of cooking,0.5973,546,44.25,28.47686461,28,103,79,82,49,42,24,26,18,37,25,18
Pretend soup and other real recipes a cookbook for preschoolers up,0.5123,545,44.25,22.14877382,38,70,71,67,58,67,42,31,22,39,20,6
best cover bake recipes a best recipe classic,0.82,544,44.83333333,66.10712152,0,0,113,210,96,73,21,16,9,0,0,0
Vegan brunch homestyle recipes worth waking up for from asparagus omelets to pumpkin pancakes,0.5636,544,44.25,57.52331543,0,0,0,136,172,80,53,40,27,14,9,0
homemade pantry 101 foods you can stop buying start making,0.5,544,45.33333333,58.25700634,0,0,0,0,0,0,116,162,107,90,48,21
Paleo lunches and breakfasts on the go the solution to gluten free eating all day long with delicious easy and portable primal meals,0.56383,543,45.25,66.63622411,0,0,0,0,0,0,0,67,200,135,90,51
Flour water salt yeast the fundamentals of artisan bread and pizza,0.815,543,45.25,54.73593634,0,0,0,0,0,0,16,136,91,89,118,93
660 curries the gateway to the world of Indian cooking,0.5954,543,44.75,53.53694561,0,0,124,162,94,47,26,23,38,12,10,1
Express lane meals what to keep on hand what to buy fresh for the easiest ever 30 minute meals,0.555,542,44.16666667,58.43696423,185,100,107,61,30,22,12,6,2,2,2,1
Edible Seattle the cookbook,0.59797,541,45.08333333,51.08897467,0,0,0,0,0,0,105,136,93,87,69,51
cake bible,0.8653,540,44.41666667,28.94338779,57,74,59,102,74,48,16,15,26,18,27,17
Pok Pok food and stories from the streets homes and roadside restaurants of Thailand,0.59593,539,44.91666667,79.44976496,0,0,0,0,0,0,0,44,258,140,69,28
Real Simple best recipes easy delicious meals,0.555,539,44.08333333,50.34509696,0,0,0,44,173,96,65,56,39,30,13,13
Gluten free sugar free cooking over 200 delicious recipes to help you live a healthier allergy free life,0.5638,538,44,44.08050486,0,39,120,101,90,93,32,18,16,9,5,5
just bento cookbook everyday lunches to go,0.5952,538,43.75,51.7636675,0,0,0,0,0,176,78,60,54,71,51,35
Under pressure cooking sous vide,0.587,537,44.25,47.25390797,0,0,29,177,82,57,35,38,33,30,27,23
joy of pickling 250 flavor packed recipes for vegetables and more from garden or market,0.42,537,44.58333333,49.82780957,0,0,0,134,142,84,46,32,37,33,17,10
Quick easy Vietnamese 75 everyday recipes,0.59597,535,44.33333333,41.24060958,117,93,97,48,65,53,23,24,10,2,0,0
Superfoods for babies and children,0.56222,533,44.08333333,42.74120501,68,111,119,86,49,44,17,10,11,4,5,5
501 bento box lunches 501 unique recipes for brilliant bento,0.534,533,43.33333333,61.84045944,0,0,0,150,176,93,33,29,15,16,8,0
Japanese women dont get old or fat secrets of my mothers Tokyo kitchen,0.5952,530,43.16666667,56.31055663,191,101,67,62,34,24,14,14,10,1,0,0
Raw the uncook book new vegetarian food for life,0.563,529,42.83333333,38.68011783,54,70,104,107,70,52,19,16,10,8,2,2
gluten free almond flour cookbook breakfasts entrÃ¢Â€Âšes and more,0.5638,528,43.58333333,54.85262625,0,0,0,34,187,109,53,51,41,17,19,12
master your metabolism cookbook,0.5635,527,42.58333333,69.1696969,0,0,0,0,224,133,60,47,20,15,9,3
Keepers two home cooks share their tried and true weeknight recipes and the secrets to happiness in the kitchen,0.5973,527,43.91666667,67.22480377,0,0,0,0,0,0,0,18,197,131,100,81
spice merchants daughter recipes and simple spice blends for the American kitchen,0.6383,525,42.58333333,56.58052722,0,0,87,200,65,42,21,26,15,45,5,5
farm to table cookbook the art of eating locally,0.5636,525,42.91666667,56.57088608,0,0,186,114,75,35,33,34,21,13,2,2
Bake until bubbly the ultimate casserole cookbook,0.821,524,42.75,67.70406863,0,0,236,95,66,48,21,16,12,9,5,5
Bread a bakers book of techniques and recipes,0.815,522,43.08333333,37.18616149,41,52,73,75,99,105,29,17,5,4,10,7
Washington local and seasonal cookbook,0.59797,521,42.66666667,53.35189071,0,0,176,91,84,65,40,24,19,8,1,4
breath of a wok unlocking the spirit of Chinese wok cooking through recipes and lore,0.5951,520,43.08333333,29.1966945,101,59,52,62,82,49,24,19,11,26,21,11
Meals made easy,0.555,519,43,41.94585254,116,91,77,75,77,45,13,7,7,5,2,1
Vegan lunch box 150 amazing animal free lunches kids and grown ups will love,0.5636,519,42.66666667,60.65301212,0,0,87,195,114,54,18,17,8,7,8,4
minimalist cooks dinner more than 100 recipes for fast weeknight meals and casual entertaining,0.54,519,42.33333333,40.05980378,43,39,78,149,67,36,23,19,21,13,13,7
Americas test kitchen Season three,0.5,518,42.5,60.37684686,0,0,0,23,212,101,47,43,31,24,21,8
Preserving food without freezing or canning traditional techniques using salt oil sugar alcohol vinegar drying cold storage and lactic fermentation,0.4,516,42.33333333,57.16854401,0,0,0,166,142,82,29,33,27,16,9,4
Below stairs the classic kitchen maids memoir that inspired Upstairs downstairs and Downton Abbey,0.5092,516,43,74.86958358,0,0,0,0,0,0,239,144,62,37,27,7
In the kitchen with a good appetite 150 recipes and stories about the food you love,0.59,515,42.16666667,72.5983137,0,0,0,0,71,260,60,37,25,22,8,23
Martha Stewarts new pies tarts 150 recipes for old fashioned and modern favorites,0.8652,513,41.41666667,54.47845001,0,0,0,0,0,164,107,100,49,39,30,8
At home with Madhur Jaffrey simple delectable dishes from India Pakistan Bangladesh Sri Lanka,0.595,513,41.91666667,56.01535233,0,0,0,0,47,204,63,56,42,30,39,22
Cooking with all things Trader Joes,0.555,513,42.16666667,65.29768663,0,0,120,198,100,65,20,3,0,0,0,0
Northwest essentials cooking with ingredients that define a regions cuisine,0.59795,513,41.5,41.34005322,0,0,0,0,83,135,59,59,55,53,34,20
Eat to live cookbook 200 delicious nutrient rich recipes for fast and sustained weight loss reversing disease and lifelong health,0.5638,513,42.75,69.56896513,0,0,0,0,0,0,0,34,218,116,108,37
As always Julia the letters of Julia Child and Avis DeVoto food friendship and the making of a masterpiece,0.5092,512,41.08333333,86.00894069,0,0,0,0,16,308,54,43,36,15,11,10
new slow cooker the best recipes for todays one pot meals,0.5884,512,42.25,69.55589642,0,44,237,113,51,29,13,8,9,3,0,0
Good fish sustainable seafood recipes from the Pacific coast,0.692,512,41,47.86344211,0,0,0,0,0,149,101,71,54,54,39,24
Stir frying to the skys edge the ultimate guide to mastery with authentic recipes and stories,0.774,510,41.83333333,59.02516156,0,0,0,0,166,161,47,39,31,24,18,16
VB6 cookbook more than 350 recipes for healthy vegan meals all day and delicious flexitarian dinners at night,0.5636,509,42.41666667,65.49733976,0,0,0,0,0,0,0,0,153,152,129,75
Cooking at home with Americas test kitchen,0.5,508,42.08333333,36.70387231,106,83,85,78,45,33,21,29,14,4,2,5
complete joy of homebrewing,0.873,508,41.5,35.18134836,49,40,53,104,107,58,29,22,20,9,6,1
How to eat the pleasures and principles of good food,0.5,507,41.66666667,41.17663356,71,94,99,68,90,53,10,13,2,0,0,0
Simply Ming easy techniques for East meets West meals,0.595,506,41.41666667,24.22042089,62,45,63,61,44,83,49,36,26,12,10,6
Modernist cuisine at home,0.013,505,42.08333333,64.40420417,0,0,0,0,0,0,0,187,141,90,52,35
