title,deweyClass,Counts,STD,Average,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,2010-4,2010-5,2010-6,2010-7,2010-8,2010-9,2010-10,2010-11,2010-12,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12
Paleo vegan plant based primal recipes,641.5636,114,1.74161327,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,3,5,9,5,5,2,5,6,7,3,1,2,2,5,2,3,2,0,1,3,0,1,2,2,1,2,0,2,3,2,1,2,1,1,1,1,0,1,1,0
Mayims vegan table more than 100 great tasting and healthy recipes from my family to yours,641.5636,114,1.696870835,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,9,7,5,6,4,4,2,2,2,4,2,1,3,5,2,2,2,0,0,4,1,2,1,3,2,4,0,1,2,1,1,1,0,1,1,1,1,1,0,1,1,3,0
World vegan feast 200 fabulous recipes from over 50 countries,641.5636,114,1.625302554,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,7,6,2,3,7,1,6,5,1,2,0,3,1,2,2,5,1,1,3,0,0,0,3,3,2,3,2,1,1,1,3,1,1,0,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Food styling for photographers a guide to creating your own appetizing art,778.99641,114,1.527000579,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,7,3,2,9,2,6,6,4,5,4,3,6,3,1,2,0,1,0,0,2,1,2,2,0,1,0,1,0,0,1,1,1,1,1,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Learn to garden,635,114,1.617155022,0.763888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,13,6,2,4,4,4,6,1,2,2,0,1,2,5,1,0,4,3,1,0,0,1,1,2,2,2,5,2,1,2,2,0,2,1,1,0,1,1,2,1,1,0,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fresh and fast vegan pleasures more than 140 delicious creative recipes to nourish aspiring and devoted vegans,641.5636,114,1.32741987,0.763888889,3,0,5,1,0,4,2,4,7,5,2,5,1,1,5,2,0,2,3,1,1,3,1,1,1,0,2,1,3,3,0,2,2,2,4,2,2,0,1,0,2,2,0,1,1,0,2,0,1,1,0,0,1,0,1,2,0,0,3,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dining in the raw,641.5636,114,1.682904582,0.75,0,1,7,0,4,7,4,3,1,0,0,2,2,2,2,1,1,3,3,1,2,6,1,3,2,0,6,5,2,0,11,3,3,4,0,0,0,0,1,3,2,0,1,0,0,2,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekurayanagi to nemuru onna,895.635,114,2.056694491,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,6,3,11,13,14,1,2,5,6,2,2,0,2,0,3,2,2,2,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Comfort food diet cookbook,641.5635,113,1.933316755,0.756944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,8,5,5,1,0,4,7,0,5,3,4,3,4,1,1,1,0,1,0,0,3,0,2,2,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 hour diet watch the pounds disappear without watching what you eat,641.5635,113,1.52445425,0.784722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,6,7,5,2,4,0,2,3,2,5,1,4,3,4,3,1,0,3,3,0,2,3,2,1,2,1,1,1,1,2,0,0,0,3,0,1,4,0,1,1,1,0,0,1,1,3,0,0,0,0,2,0,1,0,2,1,0
Talking with my mouth full crab cakes bundt cakes and other kitchen stories,641,113,1.76554039,0.708333333,0,0,0,0,0,0,0,0,0,0,0,5,1,8,14,5,3,3,7,3,2,3,1,0,2,3,3,3,1,0,0,1,0,3,0,0,3,0,0,0,3,1,0,2,1,2,1,0,1,0,2,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Q84 Ichi kew hachi yon a novel,895.635,113,3.398196137,0.715277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,6,14,24,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to grow a school garden a complete guide for parents and teachers,635,113,1.451879659,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,0,2,3,4,2,3,2,2,1,3,1,3,0,0,1,1,2,2,1,1,2,1,0,1,2,0,1,1,1,1,1,3,1,1,1,0,1,0,0,1,2,2,0,1,2,0,2,4,2,0,0,2,0,3,1,0,0,3,1,1,1,1,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0
No work garden getting the most out of your garden with the least amount of work,635,113,1.171713195,0.784722222,2,2,3,2,5,2,0,1,1,2,2,0,0,3,0,1,3,0,2,1,2,0,1,0,4,3,0,5,6,2,1,2,2,0,2,0,0,0,1,3,2,3,2,2,0,0,1,0,2,2,0,2,0,1,2,1,1,0,0,3,0,1,2,1,1,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perennial vegetable gardening,635,113,1.519860108,0.784722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,1,2,3,3,1,2,2,2,3,4,3,4,3,2,7,3,2,2,2,1,5,2,2,2,0,1,1,0,0,1,0,1,2,2,0,3,4,2,1,1,0,0,1,1,1,1,2,0,0,1,2,1,0,0
21 day tummy the revolutionary diet that soothes and shrinks any belly fast,641.5635,113,1.698058103,0.784722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,10,7,5,6,3,4,3,4,2,2,3,5,1,2,5,4,3,3,1,3,0,1,0,2,0,1,2,0,1,2,0,0,1,1,0,1,1,0,1,1,1,1,1,2,0,1
Hippos are huge,599.635,112,1.679655101,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,2,4,6,3,1,0,2,5,2,1,5,4,3,6,2,4,4,5,3,7,4,6,5,3,3,5,0,2,2,0
genius for deception how cunning helped the British win two world wars,940.48641,112,2.116358291,0.756944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,10,2,6,7,3,4,1,0,0,3,1,11,3,2,1,0,1,2,1,1,1,0,3,2,1,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edible spots pots small space gardens for growing vegetables and herbs in containers raised beds and more,635,112,1.719670014,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,4,8,2,2,3,6,1,3,8,4,4,2,4,3,2,0,0,1,1,2,5,1,1,1,2,1,0,0,0,1,3,3,4,4,4,1,0,1,1,0,0,0
Creative vegetable gardening accenting your vegetables with flowers,635,112,1.636320469,0.777777778,0,0,4,0,2,2,0,2,3,1,0,0,1,0,3,3,0,7,2,3,1,0,0,2,1,2,2,5,2,2,8,2,5,3,0,1,2,6,2,10,2,0,3,2,0,0,0,0,2,0,1,1,0,2,1,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
first mess cookbook vibrant plant based recipes to eat well through the seasons,641.5636,112,2.912342782,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,13,12,12,11,11,13,10,6
curious gardener,635,111,2.310651916,0.743055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,6,5,3,3,2,3,3,1,1,0,0,1,1,2,5,0,2,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,3,3,1,0,0
Living in the raw recipes for a healthy lifestyle,641.5636,111,1.499271385,0.770833333,4,0,1,2,1,5,1,3,2,0,2,0,2,1,0,1,5,4,1,1,2,2,0,4,5,2,2,4,4,0,4,3,8,5,1,0,5,0,1,4,1,0,4,1,3,2,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College essays that made a difference,808.06637,111,1.412822152,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,2,1,2,6,3,6,3,4,1,0,1,7,1,3,2,1,0,3,2,2,3,1,2,0,4,1,2,0,4,3,2,1,1,2,3,2,0,0,0,0,3,1,1,1,2,0,1,1,1,2,1,2,1,1,0,0,0
Agent Garbo the brilliant eccentric secret agent who tricked Hitler and saved D Day,940.58641,111,1.704452212,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,7,9,9,4,4,4,6,6,4,3,3,2,0,2,1,1,1,1,1,0,2,0,1,2,2,0,1,2,0,0,1,1,1,1,0,1,0,0,0,0,2,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0
How it all vegan irresistible recipes for an animal free diet,641.5636,111,1.244393019,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,2,4,2,1,5,2,4,2,3,2,2,0,3,3,2,2,2,3,3,3,1,3,2,0,3,1,1,0,2,0,1,0,1,1,1,1,2,2,2,1,1,1,0,0,0,1,2,1,1,3,0,0,2,0,1,1,1,2,2,3,0,1,0
Square foot gardening with kids learn together gardening basics science and math water conservation self sufficiency healthy eating,635,111,1.736964437,0.770833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,4,5,3,2,3,1,3,4,8,4,5,3,3,1,1,1,0,2,6,1,6,1,2,0,1,0,2,1,1,1,2,6,2,5,0,1,0,0,2,1,0
Weight Watchers new complete cookbook,641.5635,111,1.736083527,0.75,6,4,6,5,0,3,7,0,4,0,0,0,2,2,3,3,3,0,1,4,6,0,4,0,6,2,4,4,0,7,0,0,6,0,0,3,3,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryusei no kizuna,895.635,110,1.811951495,0.743055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,9,4,1,7,2,2,7,6,3,3,5,1,0,2,2,4,2,3,4,3,0,5,5,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taste of sweet our complicated love affair with our favorite treats,641,110,2.375411468,0.722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,16,4,8,5,4,1,5,1,3,4,5,0,0,1,0,1,2,1,0,1,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy herbivore light lean over 150 low calorie recipes with workout plans for looking and feeling great,641.5635,110,1.519045114,0.763888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,2,6,1,4,4,5,3,0,3,3,4,4,1,2,6,3,1,2,0,4,0,3,3,2,0,3,1,3,1,2,3,2,1,1,2,0,1,0,1,2,0,2,0,2,1
Vegetarian for a new generation seasonal vegetable dishes for vegetarians vegans and the rest of us,641.5636,110,1.697328675,0.763888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,8,8,8,2,5,1,5,4,5,4,3,2,5,2,2,1,2,0,1,1,0,0,2,2,2,1,1,2,2,0,0,1,0,2,1,0,1,3,1,1,0
Theresa Youssefs vegetable gardening for beginners,635,110,1.295425578,0.736111111,2,0,1,2,1,0,2,0,4,0,0,0,0,6,1,2,0,5,1,2,1,1,1,0,1,0,2,3,7,2,2,2,0,2,1,2,2,3,5,1,2,2,1,2,2,0,0,0,1,6,4,1,1,1,0,0,0,0,2,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwestern vegetarian,641.5636,110,1.303572284,0.75,3,3,0,6,5,1,0,0,0,1,3,0,0,0,2,0,1,1,1,0,0,3,1,1,4,1,0,2,0,3,5,2,2,0,1,3,1,4,2,6,0,3,1,4,0,0,1,0,1,0,1,1,0,1,3,1,0,0,1,0,0,2,3,3,1,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knack healthy snacks for kids recipes for nutritious bites at home or on the go,641.5636,109,1.344341937,0.729166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,1,8,2,3,0,2,2,2,5,1,1,1,0,1,1,2,2,0,1,2,1,1,1,0,1,0,1,0,1,1,2,2,2,2,2,1,0,2,1,2,0,2,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,1,1,1,0,2,0,0,2,1,0,1,0
Linneas windowsill garden,635,109,1.302062646,0.729166667,0,1,0,0,5,0,1,3,3,3,0,0,0,3,5,3,0,0,3,0,0,3,0,0,0,3,0,2,4,0,2,1,2,1,2,2,0,3,8,5,1,0,0,0,0,1,2,0,0,1,2,1,3,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fine gardening beds borders design ideas for gardens large and small,635,108,1.319567634,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,2,0,2,4,0,1,3,0,1,1,6,1,2,3,2,1,0,1,2,0,3,3,4,2,2,3,0,2,0,0,0,4,2,2,2,2,2,3,2,4,0,0,2,1,2,2,2,1,3,4,0,3,1,0
Pond river,577.636,108,1.292798774,0.75,0,1,3,3,4,0,0,2,1,0,2,0,4,3,2,2,4,1,1,2,2,1,2,4,2,0,4,2,5,4,4,2,1,3,1,1,2,0,1,4,3,1,4,6,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to basics traditional garden wisdom time tested techniques for creating a natural sustainable outdoor space,635,108,1.599278684,0.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,10,10,3,1,2,3,0,0,1,2,2,4,3,1,0,0,1,0,0,0,1,2,4,2,0,1,2,0,2,1,1,1,0,2,2,0,1,0,0,0,2,0,0,0,1,0,2,0,1,1,2,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0
new vegan fresh fabulous and fun,641.5636,108,1.371255585,0.722222222,2,2,2,0,2,4,1,2,3,8,4,3,1,1,4,4,3,0,0,1,3,3,4,2,0,2,5,1,4,4,4,1,1,1,0,0,4,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
